REGIONS,,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,Rambutan,433.65,421.72,407.88,363.81,419,452.09,504.81,576.56,553.29,629.42,693.12,663.67,706.37
,Ramie,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rattan Fruits,83.02,79.14,79.2,72.18,66.84,65.38,69.4,74.05,68.25,69.65,66.91,52.07,45.09
,Rattan pith,0,0,0,0,0,0,0,0,0,0,0,0,0
,Red beans,1,0.85,0.23,0.12,0.1,0.09,0.07,0.41,0.49,0.49,0.48,0.5,0.51
,Rensoni,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rice Hay,11620.59,15738.99,45438.16,61474.43,83524.62,88538.76,86494.84,91003.75,90410.14,92549.49,80485.65,86956.69,88345.37
,Romblon,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roses,54.73,51.65,44.29,42.46,38.84,39.58,42.56,45.63,47.53,47.74,47.07,46.83,50.37
,Rossel/Labog,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rubber (coagulated cup lump),0,0,0,0,0,0,0,0,0,0,0,0,0
,Sabidokong,3.97,3.64,5.88,3.69,6.16,5.28,5.08,5.37,5.51,5.6,5.58,5.99,5.23
,Salago,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saluyot,48.94,49.24,53.61,57.38,61.95,63.44,67.36,76.33,74.61,72.93,72.26,75.54,74.96
,Sampaguita,0.72,0.81,2.01,2.28,2.73,2.8,3.19,3.33,3.42,3.61,3.93,3.71,4.01
,Samsamping,0,0,0,0,0,0,0,0,0,0,0,0,0
,San Francisco,0.78,0.83,0.86,0.89,2.16,2.7,2.89,3.43,3.42,3.26,3.4,3.73,3.91
,Sangig,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Santan,4.69,4.89,4.96,5.01,5.46,5.08,5.08,5.01,5.36,5.11,5.01,4.35,4.93
,Santol,6624.1,6213.23,5888.4,5418.25,4928.84,4661.79,4495.08,3851.61,3777.44,3543.66,3686.12,3534.21,3691.81
,Sayung-sayong,0,0,0,0,0,0,0,0,0,0,0,0,0
,Serial/Sarale,0.15,0.14,0.11,0.09,0.05,0.03,0.03,0.02,0.02,0,0.01,0.01,0.02
,Sesame,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sineguelas,66.4,70.58,59.78,57.88,56.24,53.33,64.84,59.2,58.97,55.07,56.48,55.84,56.11
,Sirialis,47.25,36.75,33.01,25.37,15.35,15.62,15.02,14.03,11.5,11.25,11.13,10.02,9.02
,Snap Beans/Habitchuelas,3904.24,3433.85,3097.16,2777.49,2580.24,2471.11,2428.68,2330.2,2305.06,2193.44,2156.68,2175.29,2289.51
,Song of Korea,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sorghum,0.25,98.52,162.72,100.57,45.75,39.2,23.88,0,0,8.5,0,0,0
,Soybeans,2.48,2.52,2.14,58.85,185,109.06,133.3,184.6,143.13,120.23,14.7,0,0
,Spinach,68.01,70.06,78.27,75.26,125.58,141.73,145.86,163.16,135.04,140.11,129.09,121.66,125.93
,Spraymum,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spring Onion,0,0,0,0,0,0,0,0,0,0,0,0,0
,Squash Fruit,45635.84,38837.42,37312.67,34790.24,34095.63,32959.78,33474.21,31019.15,29546.85,27291.61,26425.19,25522.71,24009.76
,Squash tops,492.02,506.25,522.86,529.29,529.41,501.96,414.3,370.04,364.22,361.39,353.67,339.97,351.17
,Starapple,4080.23,2736.65,1462.17,1653.07,1237.98,992.25,863.98,773.7,688.42,615.78,618.85,584.48,545.69
,Statice,0,0,0,0,0,0,0,0,0,0,0,0,0
,Strawberry,0,10.5,8.5,5.55,3.26,6.21,5.23,7.32,7.26,7.02,7.09,8.99,9.62
,Stringbeans,18409.68,17502.12,17023.96,17375.93,15849.29,15915.45,14791.78,14726.04,13808.54,13539.28,13913.9,13410.96,13287.22
,Sugarcane,181545.52,176322.2,251804.97,491489.45,569077.37,583808.31,562001.6,457444.15,398730.55,350183.3,319093.97,351696.75,369761.31
,Sugarcane for Basi/Vinegar,108.01,268.06,321.9,355.38,554.95,316.83,328.31,336.39,315.79,297.02,271.58,243.04,212.33
,Sugarcane for Centrifugal Sugar,181007.41,175163,209260,199954,131765,158869.24,186976.5,168028.99,162360,90215,86486,110098,126339
,Sugarcane for Chewing,74.57,68.57,41.9,37.93,34.56,24.56,28.96,28.64,28.85,27.35,23.35,20.86,20.74
,Sugarcane for Ethanol,0,0,40828.38,289812.47,435465,423266.96,373250.75,287596.27,234746.97,258439.93,231155.42,240224.59,242016.91
,Sugarcane for Panocha/Muscovado,355.53,822.57,1352.79,1329.67,1257.86,1330.73,1417.08,1453.86,1278.94,1203.99,1157.61,1110.26,1172.33
,Sugodsugod,0,0,0,0,0,0,0,0,0,0,0,0,0
,Swamp Cabbage/Kangkong,2168.74,2350.16,2272.64,2384.62,2409.18,2383.1,2293.96,2396.69,2318.37,2284.25,2265.25,2233.45,2305.11
,Sweet Peas,128.32,105.31,101.74,91.62,126,158.8,140.35,125.37,128.71,129.74,130.02,121.82,128.74
,Sweet Potato/Camote,11068.32,11063.03,10900.45,10373.17,8558.12,8276.09,8215.47,8461.06,8639.56,8383.09,7610.18,8201.06,8417.91
,Tabon-tabon,0,0,0,0,0,0,0,0,0,0,0,0,0
,Talinum,1.98,1.79,1.72,1.68,2.21,2.04,1.75,1.75,1.6,1.34,1.24,1.07,0.78
,Tamarind flower,42.46,16.09,16.2,10.39,16.25,15.25,15.17,15.45,12.52,12.95,8.63,7.47,6.35
,Tamarind Fruit,2109.4,1557.59,1409.42,1440.96,1304.26,1388.2,1279.72,836.25,850.36,807.58,826.41,761.04,805.03
,Tambis,0,0,0,0,0,0,0,0,0,0,0,0,0
,Taro/Gabi,13436.34,14509.85,15361,15892.67,15621.96,15940.67,15742.88,16072.52,16209.02,15525.39,15944.43,16272.08,16722.63
,Tawri,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tiger Grass,41.83,41.18,42.6,42.75,38.51,56.22,62.01,63.21,63.15,63.12,64.22,65.59,67.67
,Tikog,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tobacco,10501.61,12276.71,12959.95,12889.27,15967.6,11627.24,12210.36,9501.11,10602.47,12117.88,12058.69,11140.85,11635.66
,Tobacco Native,5589.97,6704,5270,5518.66,4828.28,2918.71,377.98,746.33,927.2,1857.25,1815.38,1296.37,1282.11
,Tobacco Others,4911.64,5572.71,7671.17,7353.86,11123.48,8708.53,11785.58,8754.78,9675.27,10260.63,10243.32,9844.48,10353.55
,Tobacco Virginia,0,0,18.78,16.75,15.84,0,46.8,0,0,0,0,0,0
,Tomato,10605.48,10318.13,9500.86,9471.46,9903.32,10389.19,10713.07,10895.11,11056.03,10934.73,11505.94,11289.61,10797.31
,Tugue,188.47,178.53,612.6,636.28,641.93,493.16,365.57,264.43,247.62,239.24,238.57,233.36,220.61
,Turmeric/luyang dilaw,0,0,0,0,0,0,0,0,0,0,0,0,0
,Turnips/Singkamas,404.53,457.95,508.71,559.21,592.85,630.82,670.37,635.48,719.96,602.24,601.27,466.78,454.9
,Vanda,37.5,36.5,35.75,33.82,34.84,32.3,33.09,31.63,30.8,30.43,28.52,27.02,26.43
,Water Lily,0,0,0,0,0,0,0,0,0,0,0,0,0
,Watercress,5,12,16.66,10.84,14.86,16.07,16.47,17.33,17.37,17.29,17.23,16.5,17.95
,Watermelon,10450.94,9541.24,10353.14,11538.96,7097.18,7416.03,6992.52,9644.44,9923.69,7665.66,8033.4,8420.94,8850.69
,Winged beans/Sigarilyas,208.39,207.73,215.88,215.73,245.28,236.21,196.2,198.1,181.91,185.09,165.9,222.97,220.87
,Wonder beans,0,0,0,0,0,0,0,0,0,0,0,0,0
,Yacon,645.25,622,566.63,242.43,215.33,185.77,195.3,199.93,202.07,202.62,202.92,201.28,205.86
,Yambeans,18.77,17.45,18.9,17.46,18.8,18.1,12.22,11.82,12.04,11.36,12.09,12.59,12.17
,Yellow Bell,0.01,0.02,0.05,0.06,0.05,0.06,0.05,0.04,0.02,0.02,0.01,0,0
,Yerba Buena,0.85,0.85,0.92,0.94,0.93,1.01,1,1.11,1.1,1.05,0.98,0.78,0.69
,Young corn,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zapote,0.15,0.13,0.11,0.63,0.37,0.31,0.32,0.27,0.21,0.16,0.2,0.2,0.24
,Zucchini,0,0,0,0,0,0,0,0,0,0,0,0,0
REGION III (CENTRAL LUZON),,2809348.87,3120413.41,3901266.08,3074180.68,3085717.69,2521343.67,2349804.79,2688578.87,2529274.19,1897406.66,1939496.62,2127939.53,1782082.55
,Abaca (dried raw fiber),109,110.59,126,113.25,95.2,101.7,54.13,55.63,56.24,36.58,34.91,42.64,39.21
,Abaca Leafsheath,0,0,0,0,0,0,0,0,0,0,0,0,0
,Abiu,0,0,0,0,0,0,0,0,0,0,0,0,0
,African Palm Leaves,0,0,0,0,0,0,0,0,0,0,0,0,0
,Agitway,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alogbati,79.74,83.02,82.23,76.5,86.08,93.36,94.18,102.55,104.14,99.05,106.83,110.63,103.45
,Alubihod,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alucon(bungon),19.99,20.05,19.9,19.95,19.96,19.04,18.54,17.91,16.98,16.91,19.38,14.41,11.46
,Ampalaya Fruit,25749.95,25034.12,25281.07,25140.79,25304.53,25553.63,25112.26,25717.22,24514.21,25875.64,25550.32,26553.35,26654.08
,Ampalaya leaves,342.67,346.76,351.24,329.61,334.08,338.2,331.23,338.74,341.4,337.34,344.43,335.69,361.53
,Anonas,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anthurium,2.2,2.3,2.2,2.2,2.45,2.56,2.56,2.58,2.61,2.67,2.65,2.61,2.64
,Apat-apat,0,0,0,0,0,0,0,0,0,0,0,0,0
,Apatot,1,0.6,0.75,0.55,0.4,0.4,0.47,0.45,0.43,0.41,0.37,0.35,0.37
,Ariwat,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arrowroot,57.3,52.31,48.25,44.5,43.2,41.3,40.23,39.1,36.75,36,34.55,36.65,35.53
,Ashuete,25,20.85,19.9,17.05,16.7,16.4,16.68,16.45,16.23,16.16,16.03,17.56,17.71
,Asparagus,1.08,1.53,1.85,1.95,2.02,3.32,4.75,14.4,17.02,21.02,15.85,16.03,11.22
,Aster,0,0,0,0,0,0,0,0,0,0,0,0,0
,Atis,350.51,354.48,387.85,381.26,384.04,396.65,392.92,381.78,374.38,384.45,369.91,378.26,367.64
,Avocado,555.85,552.92,564.82,552.43,551.07,563.48,550.69,622.28,656.94,666.56,798.52,735.95,864.06
,Azucena,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baby's Breath,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bagbagkong flower,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bagbagkong fruit,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bago leaves,0,0,0,0,0,0,0,0,0,0,0,0,0
,Balimbing,8.84,9.75,10.05,10.16,10.62,10.94,10.41,8.91,4.74,2.74,1.46,1.32,1.17
,Ballaiba,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bamboo shoots,156.08,158.8,171.43,176.54,180.59,188.91,182.16,171.7,168.78,156.6,180.56,203.47,216.73
,Banaba,4.99,5.27,5.72,5.83,6.08,6.39,6.02,5.92,5.99,6.57,6.21,6.58,6.8
,Banana,58216.4,57419.9,57584.11,58917.15,58783.32,58438.75,49654.01,49811.28,50808.74,53804.24,54655.53,51787.92,54869.27
,Banana Blossom,1738.06,1691.06,1672.56,1586.35,1485.31,1464.53,1315.63,1525.83,1581.8,1717.49,1654.91,1683.4,1676.08
,Banana Bungulan,4004.37,3885.2,3848.7,3668.39,3628.09,3453.13,2592.7,2582.2,2563.86,2612.07,2780.15,2321.39,2349.43
,Banana Cavendish,0,0,0,0,0,0,0,0,0,0,0,0,0
,Banana Lakatan,13200.32,13139.98,13242.69,13169.07,13442.57,13974.22,12944.5,13221.85,13103.19,12289.39,10886.3,10448.33,10029.49
,Banana Latundan,9514.92,9492.77,9577.27,9639.51,9510.1,9644.59,8588.52,8725.15,9135.47,9867.35,10547.56,9879.72,10672.31
,Banana Leaves,140.91,147.66,140.56,158.09,162.42,166.03,161.48,162.25,162.95,180.35,135.24,123.55,141.81
,Banana Others,3569.03,3506.64,3451.88,3311.89,3134.3,3074.32,2828.32,2996.48,2930.27,3152.34,3058.89,2995.22,3071.16
,Banana pith,0,0,0,0,0,0,0,0,0,0,0,0,0
,Banana Saba,27927.76,27395.31,27463.57,29128.29,29068.26,28292.49,22699.97,22285.6,23075.95,25883.09,27382.63,26143.26,28746.88
,Bariw Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0
,Basil,0,0,0,0,0,0,0.5,1.1,1.1,1.43,6.24,6.11,7.72
,Batwan,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bawing Sulasi,0,0,0,0,0,0,0,0,0,0,0,0,0
,Beets,0,0,0,0,0,0,0,0,0,0,0,0,0
,Betel Nut,18,20.05,21.3,23.05,24.68,23.4,22.83,20.88,21.32,22.06,22.33,22.79,23.36
,Bignay,3.99,3.6,3.45,3.75,3.28,3.18,2.94,2.88,3.28,3.28,3.35,4.13,5.8
,Black Beans,4.25,4,4.25,3.5,3.3,3.2,3.05,3.05,2.9,2.84,2.83,2.86,2.8
,Black Pepper,0,0,0,0,0,0,0,0.02,0.02,0.02,0.01,0.01,0.01
,Blue Grass,11.2,12,11.75,11.2,10.4,9.6,25.54,27.45,27.25,25.08,20.53,19.39,21.74
,Bottle Gourd/Upo,9636.32,9660.93,9687.02,9730.8,9245.05,9400.38,9670.06,10712.29,10489.9,10987.71,11613.54,11293.36,12135.12
,Breadfruit,73.4,74.44,76.04,77.02,83.57,83.59,81.69,82.13,82.04,79.07,76.05,72.74,75.41
,Broccoli,0,0,0,0,0,0,0.5,0.58,0.48,0,0,0,0
,Bromeliad,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cabbage,0,0,0,0,0,0,0.05,0.1,0.05,0,0,0,0
,Cacao,42.2,43.55,45.63,44.8,47.85,54.05,87.25,94.97,182.29,262.77,338.31,114.59,245.68
,Cactus,0.4,0.5,0.5,0.6,0.6,0.65,0.58,0.56,0.55,0.56,0.55,0.54,0.53
,Calachuci,6.65,6.72,7.13,7.6,7.83,8.06,8.22,8.23,8.22,5.83,5.82,5.87,5.41
,Calamansi,10301.39,10225.27,10366.38,10396.38,10717.12,10765.18,10178.99,10294.51,9979.92,10272.95,10524.35,10394.99,9825.37
,Calumpit,0,0,0,0,0,0,0.2,0.2,0.15,0.1,0.08,0.08,0.08
,Camangeg,0,0,0,0,0,0,0,0,0,0,0,0,0
,Camansi,140.39,141.92,142.24,134.55,132.2,126.55,98,100.78,97.21,100.79,112.08,98.56,95.5
,Camatchili,139.49,139.94,133.75,124.75,118.58,120.54,117.85,119.38,121.42,118.25,122.13,116.51,116.32
,Camote tops,1586.67,1688.59,1700.87,1726.05,1768.71,1787.99,1942.14,2010.76,2050.96,2155.18,1995.01,2032.19,2175.68
,Canistel,288.77,288.59,287.76,285.05,309.8,307.87,303.04,293.96,295.08,271.46,245.79,224.89,208.95
,Carabao Grass,20,20.9,20.8,19.24,19.24,17.8,17.85,17.45,17.65,18,15.21,15.53,15.26
,Carnation,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carrots,3.75,3.64,0.53,0,0,0,0.1,0.1,0.1,0,0,0,0
,Cashew,7241.8,6821.12,6092.63,5968.47,5570.39,5674.91,5649.02,5643.63,5801.73,5641.6,5592.16,4338.17,4540.44
,Cassava,9449.06,10032.25,18428.23,18681.84,20504.51,20516.54,20954.11,21279.95,21233.86,22186.51,23473.63,23690.49,23373.45
,Cassava for food,0,0,0,0,0,0,11979.15,12302.07,12712.09,13545.79,14846.72,14367.26,14284.2
,Cassava for Industrial use,0,0,0,0,0,0,8974.96,8977.88,8521.77,8640.72,8626.91,9323.23,9089.25
,Cassava tops,2,1.5,1.5,1.5,1.3,1,1.1,1.15,1.16,1.15,1.1,1.12,1.05
,Castor Beans,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cauliflower,27.6,27.32,25.35,25,24.65,24,0.12,0.1,0.1,0,0,0,0
,Celery,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chayote fruit,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chayote tops,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chaysim,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chick Pea/Garbansos,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chico,972.7,930.65,925.76,908.67,892.54,914.81,905.84,897.11,897.05,952.25,1039.79,951.82,916.31
,Chili Pepper Fruit,172.91,167,168.25,159.98,166.88,167.1,167.29,176.58,207.8,210.2,209.13,215.69,220.31
,Chinese malunggay,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chives,0,0,0,0,0,0,0.1,0.2,0.2,0.19,0.18,0.18,0.2
,Chrysanthemum,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coconut (w/ husk),210442.31,212648.27,209025.05,179360.22,189174.44,167737.81,100754.65,106523.6,108071.61,118401.14,111839.55,100856.26,101477.93
,Coconut Leaves,36.9,38.25,42.3,43.87,45.46,45.65,47.21,45.4,57.08,49.16,41.58,50.28,82.25
,Coconut Mature,157279.21,158985.46,154053.73,133026.35,135149.15,117733.53,61939.46,66824.4,65464.39,73109.81,67526.95,64546.98,62902.06
,Coconut pith,2.13,2.13,2,1.94,1.9,1.89,1.87,1.9,1.99,2.02,2.12,2.42,2.69
,Coconut Sap/Tuba,30.2,31.95,34.75,25.02,25.14,23.7,18.08,19.14,19.86,22.3,25.87,26.91,26.97
,Coconut Young,53163.1,53662.81,54971.32,46333.87,54025.29,50004.28,38815.19,39699.2,42607.22,45291.33,44312.6,36309.28,38575.87
,Coffee (dried berries w/ pulp),1768.26,1698.59,1698.85,1705.3,1645.45,1648.6,1181.06,1089.41,1040.17,882.33,787.53,746.98,0
,Coffee (green coffee beans),884.13,849.3,849.43,852.65,822.73,824.3,590.53,544.71,520.08,441.17,393.77,373.49,508.69
,Coffee Arabica (dried berries),5.75,5.46,5.25,5.37,5.1,5.2,0.1,0.11,0.08,0.37,0.52,0.82,0
,Coffee Arabica (green coffee beans),2.88,2.73,2.63,2.69,2.55,2.6,0.05,0.06,0.04,0.19,0.26,0.41,0.38
,Coffee Excelsa (dried berries),41.05,40.58,37.9,34.97,34.5,27.7,20,16.45,4.85,4.5,3.75,3.7,0
,Coffee Excelsa (green coffee beans),20.53,20.29,18.95,17.49,17.25,13.85,10,8.23,2.42,2.25,1.88,1.85,1.75
,Coffee Liberica (dried berries),3.45,3.3,3.2,3.26,3.1,3.2,1.82,1.8,1.75,1.65,1.25,1.2,0
,Coffee Liberica (green coffee beans),1.73,1.65,1.6,1.63,1.55,1.6,0.91,0.9,0.88,0.83,0.63,0.6,0.55
,Coffee Others (dried berries),0,0,0,0,0,0,0,0,0,0,0,0,0
,Coffee Others (green coffee beans),0,0,0,0,0,0,0,0,0,0,0,0,0
,Coffee Robusta (dried berries),1718.01,1649.25,1652.5,1661.7,1602.75,1612.5,1159.14,1071.05,1033.49,875.81,782.01,741.26,0
,Coffee Robusta (green coffee beans),859.01,824.63,826.25,830.85,801.38,806.25,579.57,535.53,516.75,437.91,391.01,370.63,506.01
,Cogon,16997.39,16252.95,15526.68,14320.46,13684.04,12345.05,13380.04,13015.07,12223.14,11549.09,10986.41,10620.6,11815.57
,Coir,40.5,43.65,47.85,47.55,52.15,51.38,34.5,22,0,0,0,0.8,0
,Coriander,0,0,0,0,0,0,0,0.05,0.05,0.05,0.04,0.03,0.03
,Cotton,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cowpea,98.9,88.8,104.55,110.8,120.78,128.5,119.35,129.59,119.6,123.66,115.78,107.83,115.15
,Cowpea (dry),0,0,0,0,0,0,0,0,0,0,0,0,0
,Cowpea (green),98.9,88.8,104.55,110.8,120.78,128.5,119.35,129.59,119.6,123.66,115.78,107.83,115.15
,Cowpea tops,7.1,6.55,7.18,7.49,8.33,8.61,8.48,10.01,8.62,9.9,9.6,10.17,11.17
,Cucumber,1863.59,1840.04,1841.16,1862.86,1916.2,1969.32,2107.43,1986.68,1949.15,2060.57,1945.49,1934.16,1956.39
,D.Marginata Tricolor,0,0,0,0,0,0,0,0,0,0,0,0,0
,D.Sanderiana White (Whitecorn),0,0,0,0,0,0,0,0,0,0,0,0,0
,D.Sanderiana Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dahlia,0,0,0,0,0,0,0,0,0,0,0,0,0
,Daisy,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dawa,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dendrobium,30.48,31.32,31.62,31.13,31.55,32.11,31.13,31.48,31.78,35.34,31.4,32.83,35.82
,Dracaena,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dragon fruit,0,0,6,6.31,114.1,114.37,165.93,199.62,194.18,214.18,215.09,239.56,285.18
,Duhat,151.49,154.65,158.33,154.91,152.61,155.92,155.23,148.35,147.39,148.59,137.54,139.52,145.49
,Durian,0,1.2,1.35,2.25,3.9,3.37,2.49,1.2,2.1,1.91,1.74,1.51,1.82
,Edible fern/Paco,97.65,99.1,99.56,99.8,106.3,113,106.62,122.36,125.19,115.02,115.9,109.79,153.58
,Eggplant,19225.26,18862.5,19018.65,19358.05,20917.93,23774.43,23447.31,26375.61,26988.09,28955.75,28850.36,29521.93,30240.68
,Euphorbia,14.25,3.58,0,0,0,0,0,0,0,0,0,0,0
,Fishtail Palm,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flemingia,0,0,0,0,0,0,0,0,0,0,0,0,0
,Florida Beauty,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabi leaves w/ stem,318.76,303.29,302.56,298.37,299.74,298.4,289.21,305.34,316.45,309.29,317.09,304.09,332.36
,Gabi runner,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garden pea/Gisantes,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garlic (Dried bulb),323.5,321.04,320.4,316.7,364,371.69,344.25,228.57,257.95,277.85,308.07,329.96,343.56
,Garlic leeks,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gerbera,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ginger,1148.79,1160.15,1180.78,1177.74,1211.12,1220.13,1259.69,1343.39,1383.88,1484.22,1350.59,1379.1,1446.5
,Ginseng,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gladiola,0,0,0,0,0,0,0,0,0,0,0,0,0
,Golden Melon,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gotocola,0,0,0,0,0,0,0,0,0,0,0,0,0
,Granada,5.45,5.3,5.1,4.85,4.8,4.78,4.73,4.5,4.47,4.34,4.11,4.01,4.09
,Grapes,0,0,0,0,0,0,0,0,0,0,0,0,0
,Grapes (Green),0,0,0,0,0,0,0,0,0,0,0,0,0
,Grapes (Red),0,0,0,0,0,0,0,0,0,0,0,0,0
,Greater yam/Ubi,552.59,561,561,555.6,578.1,594.13,567.08,561.86,533.24,504.35,512.77,510.11,528.98
,Green Corn Stalk,376.3,378.6,428.19,381.22,402.33,367.84,338.49,300.61,254.56,644.5,271.16,284.76,297.98
,Green papaya,3629.72,3648.09,3650.14,3761.96,3818.44,3850.43,3792.02,4670.47,4629.58,4790.18,4368.61,4268.13,4237.12
,Guava,1798.11,1821.5,1775.75,1763.97,1868.19,1848.33,1790.59,1802.96,1765.47,1740.43,1579.22,1401.38,1426.41
,Guava (Guaple),1335.91,1336.15,1294.02,1283.46,1302.4,1242.02,1217.58,1227.54,1201.8,1194.35,1062.02,905.55,935.82
,Guava (Native),462.2,485.35,481.73,480.51,565.79,606.31,573.01,575.42,563.67,546.08,517.2,495.83,490.59
,Guinea Grass,1.25,1.25,1.25,1.3,1,0.85,0.99,0.92,0.9,0.89,0.85,0.83,0.85
,Guyabano,320.78,335.52,349.22,356.56,391.04,410.17,389.74,389.29,401.87,400.13,412.76,398.1,394.11
,Halib-on,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hanlilika,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heliconia,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hibi,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ikmo/Buyo,0,0,0,0,0,0,0,0,0.83,2.68,3.09,3.05,3.64
,Ilang-Ilang,20.94,20.48,20.04,20.72,21.18,22.28,22.23,22.78,24.7,26.69,25.1,24.86,27.05
,Ipil-Ipil Leaves,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jackfruit young,237.34,246.05,253.43,257.14,269.6,278.95,244,244.88,238.48,257.46,276.2,259.72,265.91
,"Jackfruit, ripe",831.87,854.54,856.37,880.3,893.85,914.59,915.71,933.69,952.33,802.69,785.24,759.17,810.42
,Jatropha,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jute,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kamias,334.52,335.56,340.36,341.85,347.77,352.25,355.19,363.18,360.18,385.57,385.49,366.46,396.74
,Kaong,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kaong Sap,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kapok,0.93,1.03,1.03,1.15,1.03,0.86,0.73,0.77,0.72,0.55,0.56,0.59,0.54
,Karamay,1,1.25,1.15,1.75,1.55,1.61,1.59,1.5,2.03,2.6,2.6,2.85,6.38
,Katuray,14.71,14.45,14.23,13.44,12.87,13.13,12.79,25.93,24.48,23.62,24.7,23.98,22.16
,Kentucky beans,17.15,19.55,27.02,32.85,38.6,42.05,38.1,32.51,26.73,27.51,25.67,23.12,26.7
,Kidney beans,30,25.3,25.5,26.15,22,21.65,22.75,21,20.49,20.99,20.93,20.02,20.36
,Kidney beans (red),9.25,7,7,7.45,6,5.85,6.5,5.9,5.41,5.91,5.88,5.43,5.5
,Kidney beans (white),20.75,18.3,18.5,18.7,16,15.8,16.25,15.1,15.08,15.08,15.05,14.59,14.86
,Kinchay,2.5,2.75,2.8,3.36,2.8,2.86,3.1,3.1,3.08,3.96,3.21,3.32,3.86
,Kondol,95.91,92.85,91.13,83.69,82.74,81.23,78.44,77.73,75.8,73.11,71.06,54.41,53.44
,Kulibangbang,6.39,5.89,5.95,6.01,5.57,5.39,5.04,4.95,4.25,4.56,4.52,5.44,5.67
,Kulitis,0,0,0,0,0,0,0,0,0,0,0,0,0
,Labig Leaves,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lady's Finger/Okra,10850.52,10855.13,10876.6,10798.51,10897.94,11032.79,11300.23,11183.49,11172.98,11450.05,11866.72,11674.62,12022.29
,Lagundi,9.75,9.91,10.02,25.67,26.3,26.49,26.13,25.05,24.53,24.21,25.91,39.06,44.58
,Lanzones,11.96,8.95,11.33,11.19,11.62,9.77,8.63,6.7,6.43,9,7.42,7.87,6.51
,Laurel,0,0,0,0,0,0,0,0,0,0,0,0,0
,Laza/Tambo,7.7,8.5,8.95,9.71,10.42,10.5,51.43,52.11,50.66,45.08,43.24,42.55,49.55
,Leaf Fern,0,0,1.5,1.65,4.35,6,6.05,6.26,6.69,6.48,2.49,2.94,1.7
,Lemon,38.06,39,39.83,39.9,43.28,44.04,47.04,54.75,60.76,62.88,59.02,60.74,52.43
,Lemon grass/Tanglad,12.46,13.5,14.4,18.85,23.75,35.15,36.05,36.5,37.15,37.64,41.22,36.5,37.27
,Lepote,7.5,7,6.3,5,4.3,3.5,2.2,1.6,0,0,0,0,0
